id,title,role,constituent,classification,medium,date
3661,Figure of a Lion,,,Sculpture,Terracotta,ca. 3100-2800 B.C.E.
3663,Protective God,,,"Recreation, Toys, Games",Faience,ca. 945-718 B.C.E.
3665,Head and Torso of a Noblewoman,,,Sculpture,Diorite,ca. 1844-1837 B.C.E.
3666,Blue-Painted Vase with Marsh Scene,,,Vessel,"Clay, Egyptian blue, pigment",ca. 1390-1353 B.C.E.
3670,Frog Amulet,,,Accessory,Glass,ca. 1390-1295 B.C.E.
3676,Cylindrical Amulet,,,Jewelry,"Gold, copper (?)",ca. 1938-1759 B.C.E.
3677,Model of Ceremonial Mace Head,,,Model,Faience,ca. 1938-1759 B.C.E.
3688,Shabty of an Unknown Person,,,Funerary Object,Limestone,ca. 1352-1292 B.C.E.
3692,Green Tara,,,Sculpture,Khondalite or gneiss,8th century
3694,Relief of a Copulating Couple,,,Sculpture,Limestone,305-30 B.C.E.
3719,Head from a Haniwa in the Shape of a Horse,,,Ceramic,"Low fired earthenware pottery, reassembled from fragments",5th-6th century
3724,Woman or Goddess,,,Sculpture,"Limestone, pigment",middle of 4th century B.C.E.
3740,Ceremonial Saw in the Shape of a Ma`at-Feather,,,Tool,Bronze,ca. 1353-1336 B.C.E.
3749,Ax Blade,,,Tool,Bronze,ca. 1336-1295 B.C.E.
3767,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
3774,Garment Hook,,,Accessory,"Bronze, inlaid with gold and turquoise",475-221 B.C.E.
3783,Mourners Before a Tomb Door,,,Sculpture,Limestone,ca. 1352-1332 B.C.E.
3812,Jasmine Blossoms,,,Jewelry,Faience,ca. 1319-1190 B.C.E.
3815,Corrugated Hoops,,,Jewelry,Gold,ca. 1539-1292 B.C.E.
3826,Headless Statuette of a Scribe,,,Sculpture,Gneiss,ca. 1938-1875 B.C.E.
3832,Ring with Image of a Crocodile,,,Jewelry,Gold,ca. 1539-1075 B.C.E. or later
3843,Miniature Vessel,,,Cosmetic,Faience,ca. 1336-1250 B.C.E.
3852,Stela of Two Deified Men(?),Culture,Egyptian,Sculpture,Sandstone,late 1st century B.C.E.-early 1st century C.E.
3873,Brahmanical Triad,,,Sculpture,Chlorite,early 8th century
3876,Plate in the Form of a Plum Blossom,,,Food/Drink,Lacquer,1368-1644
3887,Standing Vishnu,,,Sculpture,Copper alloy,9th-10th century
3954,Offering Table,,,Funerary Object,Anorthosite gneiss,ca. 2800-2675 B.C.E.
3959,Large Bowl with Beveled Internal Rim,,,Vessel,Anorthosite gneiss or diorite,ca. 2800-2675 B.C.E.
3960,Game Board with Separate Drawer,,,"Recreation, Toys, Games",Wood,ca. 1539-1295 B.C.E.
3999,Part from Shrine for a Divine Image,,,Furniture,"Wood, glass",ca. 664-342 B.C.E.
4000,Part from Shrine for a Divine Image,,,Sculpture,"Wood, glass",ca. 664-342 B.C.E.
4008,Handle of Model Ax Inscribed for Amunhotep III,,,Tool,Lapis lazuli,ca. 1390–1352 B.C.E.
4011,Fish Hook,,,Tool,Bronze,ca. 1539-1292 B.C.E.
4013,Hoop,,,Jewelry,Jasper,ca. 1479-1400 B.C.E.
4015,Ritual Vase,,,Vessel,Clay,ca. 1938-1700 B.C.E.
4052,Dish in Form of Seashell,,,Cosmetic,Glass,ca. 1390-1292 B.C.E.
4061,Cosmetic Container in Form of Trussed Duck,,,Container,"Wood, paste",ca. 1539-1292 B.C.E.
4075,Kohl Pot,,,Vessel,Basalt (probably),ca. 1938-1700 B.C.E.
4076,Kohl Pot,,,Vessel,"Egyptian alabaster, galena",ca. 1938-1700 B.C.E.
4134,Wadjet-eye Amulet Inscribed for Amunhotep III,,,Accessory,Faience,ca. 1390-1353 B.C.E.
4137,Stela of Steward Ptahemsai,,,Sculpture,Limestone,ca. 1876-1759 B.C.E.
4138,Stela of Amenemhat,,,Sculpture,"Limestone, pigment",ca. 1938-1875 B.C.E.
4147,Four Model Vessels on Common Base,,,Vessel,Limestone,ca. 1539-1075 B.C.E.
4151,Heart Amulet,,,Accessory,Glass,ca. 1539-1075 B.C.E.
4153,Hoop,,,Jewelry,Egyptian alabaster,ca. 1539-1190 B.C.E.
4177,Inscribed Object from Foundation Deposit of Amunemhat II,,,Document,Steatite,ca. 1876-1842 B.C.E.
4183,Staff of Amunmose,,,Accessory,Wood,ca. 1336-1295 B.C.E.
4198,Coffin Fragment Showing Mourning Isis,,,Funerary Object,"Wood, pigment",ca. 664-332 B.C.E.
4206,Kohl Pot,,,Cosmetic,Anhydrite,ca. 1938-1700 B.C.E.
4210,Storage Vessel with Simple Incised Decoration,,,Vessel,Clay,ca. 1539-1425 B.C.E.
4213,Storage Jar,,,Vessel,"Clay, pigment",ca. 1539-1493 B.C.E.
4218,Squat Jar,,,Vessel,"Clay, pigment",ca. 1479-1400 B.C.E.
4219,Pitcher Imitating Cypriot and Western Asiatic Jug,,,Vessel,"Clay, pigment",ca. 1470-1400 B.C.E.
4246,Heart Scarab with Scene of the Goddess Ma`at and a Phoenix,,,Document,"Egyptian blue (frit), traces of gold",ca. 893-868 B.C.E.
4253,Woman with Barrel-Shaped Drum,,,Sculpture,Bronze,ca. 712-305 B.C.E.
4254,Head from a Tomb Statue of a Man,,,Sculpture,"Limestone, pigment",ca. 2500-2350 B.C.E.
4260,Oryx Dish,,,Accessory,Faience,ca. 1539-1292 B.C.E.
4268,A God's Wife of Amun,,,Sculpture,Bronze,ca. 760-656 B.C.E.
4335,Drum,,,Musical Instrument,Bronze,7th century B.C.E.
4340,Fragmentary Relief of a King,,,Sculpture,Basalt,ca. 664-525 B.C.E.
4792,Flowers (Fleurs),Artist,Henri Matisse,Painting,Oil on canvas,1906
10274,Cup and Cup Stand,,,Ceramic,"Porcelaneous stoneware with celadon glaze, inlaid glaze decoration",last half 12th century
13180,"The Fallen Angels, or The Rebel Angels",Artist,Salvatore Albano,Sculpture,"Marble, dark stone, bronze",1893 (marble); 1883 (base)
13207,Resurrection of Christ,Artist,Giovanni della Robbia,Sculpture,Glazed terracotta,ca. 1520-1525
16960,Carved Pilaster from Our Lady of Guadalupe,Maker,Bernardo Miera y Pacheco,Architectural Element,"Wood, gesso, pigments",1701-1800
25429,Wreath,Culture,Greek,Accessory,Gold,3rd century-2nd century B.C.E.
36867,Embossed Disk,Culture,Coclé,Ornament,Gold,ca. 700-1100
38528,Bowl,,,Vessel,Faience,ca. 1295-1185 B.C.E.
43855,Pendant,Culture,Chiriquí,Ornament,Gold,1000-1500
50979,Colonel Robert J. Milligan House Parlor,,,Period House or Room,,1854-1856
55688,Circular Shallow Bowl,Artist,Maria Martinez,Vessel,"Clay, slip",ca. 1943
61441,Harbor Scene,,,Sculpture,Limestone,ca. 1336-1295 B.C.E.
62736,Cup from a Relief-Decorated Chalice,,,Vessel,Faience,ca. 1070 B.C.E.-718 B.C.E.
66622,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66623,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
69291,Scene of Animal Husbandry,Culture,Egyptian,Sculpture,"Limestone, pigment",ca. 670-650 B.C.E.
78831,Charm Necklace,Culture,Tukano,Ornament,"Palm nut, seeds, plant fiber",mid-20th century
82560,Bird Stone,,,Sculpture,Mottled greenstone,1500-500 B.C.E.
93065,Bell-Shaped Ritual Object (Dotaku),,,Ceremonial,Bronze,100-300 C.E.
103573,Scenes from the Tale of Genji,,,Screen,"Pair of six-fold screens, ink and colors on gold leaf",early 17th century
104691,Mukozuke (Sweetmeat dish),Artist,Ogata Kenzan,Ceramic,Stoneware with enamel background and paper-resist blossoms with enamel centers,18th century
111938,Shigaraki Ware Mizusashi (Tea Ceremony Fresh Water Jar),,,Vessel,"Buff stoneware with ash glaze, lacquer lid; Shigaraki ware",ca. 1620
114047,Vasudhara,,,Sculpture,Polychromed wood,16th century
116125,Ascetic Shakyamuni,,,Sculpture,"Wood with pigmented lacquer, inlaid crystal, metal",17th - 18th century
117459,Scarab with Incised Cross,,,Document,Glass,ca. 1479-1292 B.C.E.
122622,Cylindrical Vessel or Stand for Offering Table,,,Vessel,Egyptian alabaster (calcite),ca. 2675-2170 B.C.E.
126588,Mace Head in the Form of a Hippopotamus Head,,,Sculpture,Dolomitic limestone,ca. 3200 B.C.E.-2900 B.C.E.
126590,Figure of a Frog,,,Sculpture,Faience,ca. 3000-2675 B.C.E.
126592,Figure of a Frog,,,Sculpture,Terracotta,ca. 3000-2675 B.C.E.
126857,Women at a Banquet,,,Painting,"Limestone, gesso, pigment",ca. 1400-1353 B.C.E.
154393,Goblet,Maker,Zalmon Bostwick,Ceremonial,Silver,1845
169803,Napoleon Leading the Army over the Alps,Artist,Kehinde Wiley,Painting,Oil on canvas,2005
183863,Container with Lid,Designer,Josef Hoffmann,Container,"iron alloy, nickel silver, brass, enamel, glass",ca. 1910
184064,Fallen Bierstadt,Artist,Valerie Hegarty,Sculpture,"Foamcore, paint, paper, glue, gel medium, canvas, wire, wood",2007
217342,Mai Dang Lao (McDonald's),Artist,Zhang Hongtu,Sculpture,Cast Bronze,2002
224180,Tsubo Vessel,Artist,Yanagihara Mutsuo,Vessel,Ceramic with metallic (ginsai) glazes,1998-1999
19,Elk,Artist,Alexander Phimister Proctor,Sculpture,Bronze,1899
42,The Sheepfold,Artist,Albert Pinkham Ryder,Painting,Oil on canvas,late 1870s
363,Right to the Jaw,Artist,Mahonri M. Young,Sculpture,Bronze,1926
688,Keith's Union Square,Artist,Everett Shinn,Painting,Oil on canvas,ca. 1902-1906
763,Cross,Artist,Unknown,,Wood; pigment,early 19th century (probably)
1436,Mrs. Geromus Johnson,Artist,William Sidney Mount,Painting,Oil on canvas,1832
1871,Portrait Bust of Israel Chatinover,Artist,Jo Davidson,Sculpture,Plaster,1931
2033,"Vase,Ruba Rombic",Designer,Reuben Haley,Vessel,Non-lead glass,ca. 1928
2267,Chair,Maker,George Jacob Hunzinger,Furniture,"Ebonized wood, original upholstery",ca. 1869
2315,Joe's Farewell,Artist,Daniel Chester French,Sculpture,Unglazed porcelain,Designed 1872-1873
3007,"Chihil Kilid (Forty Keys) Divination Bowl with Inscriptions, Zodiac Signs, and Four Plaquettes",,,Vessel,"Copper alloy (brass), engraved with repoussé center and inlaid with black composites",1679
3082,Cartonnage Funerary Assembly,,,Funerary Object,"Cartonnage, pigment, gold leaf",305-30 B.C.E.
3141,Royal Bust,,,Sculpture,Limestone,4th century B.C.E.
3161,Painting of a Standing King,,,Painting,"Mud, plaster, pigment",ca. 1539-1070 B.C.E.
3188,"Fragment of Bowl with Lotus, Antelope, and Fish",,,Vessel,Faience,ca. 1539-1390 B.C.E.
3251,Amulet in the Form of a Heart,,,Accessory,Sheet gold,ca. 664-30 B.C.E.
3263,Tazza,,,Vessel,Egyptian alabaster (calcite),ca. 1479-1390 B.C.E.
3272,Beaded Necklace,,,Jewelry,"Steatite, carnelian, diorite, porphyry, hematite, banded alabaster, agate, soapstone
",ca. 3500-3300 B.C.E.
3277,Jar with Zigzag Panels,,,Vessel,"Clay, pigment",ca. 3500-3300 B.C.E.
3284,Gourd-shaped Jar,,,Vessel,"Clay, pigment",ca. 1470-1400 B.C.E.
3323,Molded Hemispherical Bowl,,,Vessel,Faience,2nd-1st century B.C.E.
3358,Hippopotamus Tusk with Carved Head,,,Sculpture,Hippopotamus ivory,ca. 3800-3400 B.C.E.
3359,Comb with Human Image,,,Accessory,Bone,ca. 3500-3400 B.C.E.
3377,Tile with Floral Inlays,,,Tiles,Faience,ca. 1352-1336 B.C.E.
3441,Relief of Prince Khaemwaset,,,Sculpture,Limestone,ca. 1279-1213 B.C.E.
3560,Falcon-Headed Sun-God,,,Accessory,"Bronze, gold",ca. 100-30 B.C.E.
3562,One of the Four Sons of Horus,,,Accessory,Faience,ca. 664-after 30 B.C.E.
3563,One of the Four Sons of Horus,,,Accessory,Faience,ca. 664-after 30 B.C.E.
3564,One of the Four Sons of Horus,,,Accessory,Faience,ca. 664-after 30 B.C.E.
3604,Views In and Around Kyoto (Rakuchu rakugai zu),,,Screen,"Ink, color and gold leaf on paper",ca.1616-1624
3649,Erotic Musicians,,,Sculpture,"Limestone, pigment",305-30 B.C.E.
3681,Funerary Figurine of Petamenophis,Culture,Egyptian,Funerary Object,"Steatite, glaze",ca. 670-650 B.C.E.
3695,Funerary Figurine of Montuemhat,Culture,Egyptian,Funerary Object,Steatite,ca. 670-650 B.C.E.
3737,Terminal from a Broad Collar,,,Jewelry,"Gold, glass",305-30 B.C.E.
3743,Lady Tjepu,,,Painting,"Limestone, gesso, pigment",ca. 1390-1353 B.C.E.
3751,Bowl,,,Vessel,Faience,ca. 1295-1185 B.C.E.
3771,Crocodile Head and Ibis,,,Sculpture,Silver,305-30 B.C.E.
3788,Temple Relief of a King as a Child Protected by a Goddess,Culture,Egyptian,Sculpture,"Sandstone, pigment",ca. 700-670 B.C.E.
3865,Male and Female Offering Bearers,,,Sculpture,Limestone,4th century B.C.E.
3867,Standing Padmapani,,,Sculpture,Bronze with traces of gold and inlay of semiprecious stones,12th-13th century
3892,Head of a King or Deity,,,Sculpture,Plaster,4th century B.C.E.
4018,Bust of Isis,,,Sculpture,Egyptian blue frit,305-30 B.C.E.
4141,Stela of Netjer-mose,,,Sculpture,Limestone,ca. 1539-1425 B.C.E.
4180,Ostrakon with Demotic Inscription,,,Document,"Limestone, pigment",305-30 B.C.E.
4229,Palette in the Shape of a Boat,,,Cosmetic,Graywacke,ca. 3700-3600 B.C.E.
4230,Palette or Amulet in the Shape of a Turtle,,,Cosmetic,Graywacke,ca. 3500-3300 B.C.E.
4243,Head of a Mature Man,,,Sculpture,Basalt,early 2nd century B.C.E.
4250,Head of a Queen or Goddess,,,Sculpture,Limestone,ca. 230 B.C.E.
4296,Woman with Earrings,,,Painting,Encaustic on wood,100-105 C.E.
5122,Plaque,Culture,Maya,Sculpture,Jadeite,600-900 C.E.
5167,The Dinner Party,Artist,Judy Chicago,Sculpture,"Ceramic, porcelain, textile; triangular table",1974-1979
6068,Prayer Stick,Culture,Ainu,Ceremonial,Wood,late 19th-early 20th century
16208,Ladle,Culture,Ancient Pueblo,Vessel,"Clay, slip, carbon pigment",900-1300
38015,Jina Mahavira,,,Sculpture,Bronze,11th-12th century (image); 16th century (base and halo)
49164,Shabty of Taharqa,Culture,Nubian,Funerary Object,Ankerite,ca. 690-664 B.C.E.
56149,Walrus Tusk Ivory engraved with pictures of everyday activities,Culture,Inupiaq,Sculpture,Walrus Tusk Ivory,19th century
65617,One of the Four Sons of Horus,,,Accessory,Faience,ca. 664 B.C.E.-after 30 B.C.E.
66621,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
69292,Fragment of a Temple Relief,,,Sculpture,Limestone,ca. 380 B.C.E.-30 B.C.E.
83032,Painted Elk Hide,Maker,Cotsiogo (Cadzi Cody),Painting,"Elk hide, pigment",ca. 1900
93235,American Institute Award Medal,Artist,Robert Lovett,Medals,Silver,1841 medal designed; 1859 issued
117941,Mummy Tag of Plenis,Culture,Nubian,Document,"Wood, ink",ca. 200-300 C.E.
120618,Celestial Sphere,,,Tool,Copper alloy,18th century
124899,Bowl with a Bird,,,Ceramic,"Ceramic; earthenware, painted in luster on an opaque white glaze",10th century
125954,Bowl with Kufic Inscription,,,Ceramic,"Ceramic; earthenware, painted in cobalt blue on an opaque white glaze",9th century
143143,"Pipe in Four Pieces, Part of War Outfit",Culture,"Oglala, Lakota, Sioux",Arms and Armor,"Wood, catlinite, lead inlay",1850-1890
155429,Orange and Cream Bowl,,,Vessel,Ceramic,ca. 900-1200
167035,Vase,,,Ceramic,"Buncheong ware, stoneware with inlaid black and white slips",first half of 15th century
168024,Walrus,Culture,Inuit,Sculpture,"Soapstone, ivory",1950-1980
168029,"Kayak with Buoy, Two Figures, and a Seal",Culture,Inuit,Sculpture,"Stone, wood, rawhide bands, bone remnants",1950-1980
168594,Elephant Bangle,,,Jewelry,"Gold with enamel, diamonds, rubies",18th-19th century
184348,"Mummy Bandage, Wen-nefer, born of Ta-amun",,,Document,"Linen, ink",332 B.C.E.-1st century C.E.
185798,Face from an Anthropoid Coffin,,,Sculpture,Wood,1075-656 B.C.E.
200283,Web of Life,Artist,John Biggers,Painting,Tempera on wood,1958
211437,Tea Bowl,Artist,Koie Ryoji,Vessel,Stoneware with glaze; oribe ware,2005
217135,Ink Rock,Artist,Zhang Jian-Jun,Sculpture,Chinese ink and mixed media,2019
224792,OY/YO,Artist,Deborah Kass,Sculpture,"Pigment, aluminum",2015
923,Crucifix,Artist,Unknown,Sculpture,"Wood, gesso, paint",late 18th-early 19th century
1125,Resting Stag,Artist,Elie Nadelman,Sculpture,"Bronze, marble base",ca. 1915
1178,"Lounge Chair, Model 654W",Designer,Jens Risom,Furniture,"Birch, cotton webbing",Designed 1941; Manufactured ca. 1946
1200,Pitcher,Manufacturer,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1850
1512,"Platter, After Henry Will",Maker,Jay Thomas Stauffer,Food/Drink,Pewter,1974 (after original of 1761-1793)
1561,"Armchair ""Statton""",Designer,Russel Wright,Furniture,"Sycamore, upholstery",Designed 1950; Manufactured ca. 1951
1596,Jug,Maker,Daniel Goodale,Ceramic,Stoneware,1818-1830
1620,Pitcher,Designer,Russel Wright,Ceramic,Glazed earthenware,Designed 1937; Manufactured: ca. 1938
1631,Bowl,Maker,James Prestini,Food/Drink,Birch wood,ca. 1943-1953
1633,Vase,Maker,James Prestini,Vessel,"Birch, copper",ca. 1943-1953
1634,Bowl,Maker,James Prestini,Vessel,Birch,ca. 1943-1953
1648,Tea Kettle on Stand,Manufacturer,Manning Bowman and Co.,Food/Drink,"Chromed metal (possibly brass), wood",ca. 1935
1702,Vase,Manufacturer,Muncie Clay Products Co.,Ceramic,Glazed earthenware,ca. 1930
1708,"Cigarette Lighter, ""Ronson Touch-Tip""",Designer,Louis V. Aronson,"Recreation, Toys, Games",Chrome and black-enameled metal,ca. 1935
1709,Chair,Designer,Frank Lloyd Wright,Furniture,"Laminated plywood, vinyl",ca. 1940
1747,Interlocking Occasional Table,Maker,David Zelman,Furniture,Steel,1985
1748,Interlocking Occasional Table,Maker,David Zelman,Furniture,Steel,1985
1749,Interlocking Occasional Table,Maker,David Zelman,Furniture,Steel,ca. 1985
1751,"""Beta"" Chair",Designer,Nathan George Horwitt,Furniture,"Tubular steel, wood, upholstery",1930
1777,"Table, One of Pair",Designer,Alfons Bach,Furniture,"Chromed steel, wood",ca. 1937
1780,"""Blongo"" Side Chair",Maker,Leo Blackman,Furniture,Birch plywood,ca. 1984
1789,"Ice Bucket, Part of Five-piece Set",Designer,Elsa Tennhardt,Food/Drink,"Silver-plated brass, brass",Patented 1928
1800,Desk,Designer,Gilbert Rohde,Furniture,"Chromed tubular steel, plastic laminate, wood, paint",ca. 1934
1827,Ashtray,Maker,"Queens Art Pewter, Ltd.",Smoking/Drugs,Pewter,1930
1830,"Teapot and Lid from Three Piece Tea Service, Kyoto Homage Pattern",Maker,Dorothy Hafner,Food/Drink,Porcelain,Designed 1980; Manufactured 1987
1868,Radio Nurse,Designer,Isamu Noguchi,"Recreation, Toys, Games",Bakelite plastic,Designed in 1937. ca. 1938
1889,"Scrimshaw, Whale's Tooth",Maker,Unknown,,"Ivory (whale tooth), pigment",ca. 1825-1835
1928,Coffee Pot with Lid and Drip Spout,Designer,Michael Graves,Food/Drink,Porcelain,Designed 1987; Manufactured 1989-1990
1933,"Plate, ""Orchid""",Designer,Robert Mapplethorpe,Ceramic,Porcelain,1989
2036,Folding Rocking Chair,Maker,George Jacob Hunzinger,Furniture,"Walnut, brass, original upholstery",ca. 1870
2103,Storage Unit,Designer,Charles Eames,Furniture,"Birch plywood, masonite, black plastic laminate veneer, chrome-plated steel, white metal, rubber",1948-1954
2133,"Coffeepot with Lid, ""Museum"" Pattern",Designer,Eva Zeisel,Food/Drink,Porcelain,ca. 1942-1943
2135,"Sugar Bowl with Lid, ""Museum"" Pattern",Designer,Eva Zeisel,Food/Drink,Porcelain,ca. 1942-1943
2183,Thermos Pitcher with Base and Lid,Designer,Henry Dreyfuss,Food/Drink,"Aluminum, steel (?), glass, rubber",1935
2335,Folding Chair,Maker,George Jacob Hunzinger,Furniture,"Wood, original upholstery",ca. 1873
2415,Looking Glass,,,Furniture,"Mahogany, walnut veneer, spruce, gilt",ca.1740-1780
2416,Looking Glass,,,Furniture,"Mahogany, white pine, gilt",ca. 1785-1810
2417,Looking Glass,,,Furniture,"White pine, gilt, gesso",ca. 1768-1800
2624,Seated Figure,Culture,Maya,Sculpture,Shell,ca. C.E. 550-850
3120,Canopic Jar of Lady Senebtisi,,,Vessel,"Limestone, pigment",ca. 1938-1759 B.C.E.
3189,Stela with Image of Seth,,,Sculpture,Slate,ca. 664-30 B.C.E.
3207,Cosmetic Jar,,,Vessel,Basalt,ca. 3600-2675 B.C.E.
3495,"Ceremonial Sickle of the ""Fieldworker of Amun"" Amunemhat",,,Accessory,"Wood, pigment",ca. 1479-1425 B.C.E.
3500,Hes-Vase with Cover,,,Vessel,Faience,ca. 1350-1295 B.C.E.
3550,Pilgrim Bottle,,,Ceramic,"Earthenware, green glaze",907-1125
3559,Garment Hook in the Form of a Fish,,,Accessories,"Bronze inlaid with gold, silver, mineral or glass",206 B.C.E.-221 C.E.
3566,Cylindrical Amulet,,,Jewelry,"Gold, amethyst",ca. 1938-1759 B.C.E.
3582,Earrings in Form of Pendant Lotus Flowers,,,Jewelry,Glass,ca. 1539-1190 B.C.E.
3640,Torso of Akhenaten,,,Sculpture,Limestone,ca. 1352-1336 B.C.E.
3651,Kohl Pot,,,Vessel,Anhydrite,ca. 1938-1700 B.C.E.
3689,Shabty of Nebwau,,,Funerary Object,Limestone,ca. 1539-1400 B.C.E.
3809,Gokoshima (Five-Pronged Vajra),,,Ceremonial,Gilt bronze,12th-14th century
3872,Wine Bottle,,,Vessel,"Ko-Seto ware, stoneware with stamped and incised decoration covered with glaze",late 13th-early 14th century
3928,Seated Bodhisattva Maitreya,,,Sculpture,Bronze with traces of gilding,557-581
4118,Female Birth-God,,,Accessory,Faience,ca. 1539-1425 B.C.E.
4247,"Relief of Amun, Ahmose-Nefertari, and King Amunhotep I",,,Sculpture,"Limestone, pigment",ca. 1295-1190 B.C.E.
